Timestamp,Action,Parameters,Model Weights,Buy Price,Current Price,Profit Margin,In Position,Buy Probability
2024-12-06 11:09:07,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:09:48,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:10:28,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:11:09,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:11:49,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:12:33,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:13:25,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:14:10,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:14:51,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:15:31,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:16:13,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:16:56,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:17:37,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:18:17,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:18:58,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:19:40,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:20:26,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:21:07,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:21:47,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
2024-12-06 11:22:31,HOLD,"(0.02, 39)",[[ 0.5429396   0.18517292 -0.09036993  0.42666863 -0.80296512  1.23204419   -0.54473881  0.00828716 -0.31817675 -0.66072165  0.49043546 -0.48464075   -0.93592509  0.20151376  0.         -0.01765368]],0.01,4058.49,0.02,False,0.21408688382438168
